## Phase 7 Live Market Intelligence Report,2026-07-15T10:46:55Z,verdict:PASS,PAPER / LIVE DATA VALIDATION

## data_health,rows:1
avg_latency_ms,connection_status,last_successful_fetch,max_latency_ms,paper_execution_eligible,provider,provider_id,retry_events,snapshot_id,snapshot_ts,symbol_coverage_pct,symbols_requested,symbols_stale,symbols_succeeded,symbols_unavailable
608.9,DEGRADED,2026-07-15T10:42:33Z,9985,True,Yahoo Finance (yfinance),yfinance,6,439cb6e03afb,2026-07-15T10:42:03Z,96.0,50,0,48,2

## symbol_coverage,rows:50
bars_available,data_age_days,data_quality,data_source,error,latest_bar_date,sector,symbol
124,0.0,LIVE,yfinance,,2026-07-15,BANKING,INDUSINDBK
124,0.0,LIVE,yfinance,,2026-07-15,IT,HCLTECH
124,0.0,LIVE,yfinance,,2026-07-15,BANKING,HDFCBANK
124,0.0,LIVE,yfinance,,2026-07-15,FMCG,TATACONSUM
124,0.0,LIVE,yfinance,,2026-07-15,FINANCE,BAJFINANCE
124,0.0,LIVE,yfinance,,2026-07-15,BANKING,ICICIBANK
124,0.0,LIVE,yfinance,,2026-07-15,METALS,TATASTEEL
124,0.0,LIVE,yfinance,,2026-07-15,PHARMA,DRREDDY
124,0.0,LIVE,yfinance,,2026-07-15,ENERGY,RELIANCE
124,0.0,LIVE,yfinance,,2026-07-15,FINANCE,HDFCLIFE
124,0.0,LIVE,yfinance,,2026-07-15,FINANCE,SHRIRAMFIN
124,0.0,LIVE,yfinance,,2026-07-15,METALS,JSWSTEEL
124,0.0,LIVE,yfinance,,2026-07-15,BANKING,KOTAKBANK
124,0.0,LIVE,yfinance,,2026-07-15,BANKING,SBIN
124,0.0,LIVE,yfinance,,2026-07-15,ENERGY,ONGC
124,0.0,LIVE,yfinance,,2026-07-15,IT,WIPRO
124,0.0,LIVE,yfinance,,2026-07-15,ENERGY,POWERGRID
124,0.0,LIVE,yfinance,,2026-07-15,ENERGY,COALINDIA
124,0.0,LIVE,yfinance,,2026-07-15,ENERGY,NTPC
124,0.0,LIVE,yfinance,,2026-07-15,FMCG,ITC
124,0.0,LIVE,yfinance,,2026-07-15,AUTO,BAJAJ-AUTO
124,0.0,LIVE,yfinance,,2026-07-15,FINANCE,BAJAJFINSV
124,0.0,LIVE,yfinance,,2026-07-15,TELECOM,BHARTIARTL
124,0.0,LIVE,yfinance,,2026-07-15,IT,TECHM
124,0.0,LIVE,yfinance,,2026-07-15,CONSUMER,TITAN
124,0.0,LIVE,yfinance,,2026-07-15,INFRA,ULTRACEMCO
124,0.0,LIVE,yfinance,,2026-07-15,BANKING,AXISBANK
123,0.0,LIVE,yfinance,,2026-07-15,PHARMA,DIVISLAB
124,0.0,LIVE,yfinance,,2026-07-15,IT,TCS
124,0.0,LIVE,yfinance,,2026-07-15,INFRA,LT
124,0.0,LIVE,yfinance,,2026-07-15,METALS,HINDALCO
124,0.0,LIVE,yfinance,,2026-07-15,METALS,ADANIENT
124,0.0,LIVE,yfinance,,2026-07-15,INFRA,ADANIPORTS
124,0.0,LIVE,yfinance,,2026-07-15,PHARMA,APOLLOHOSP
124,0.0,LIVE,yfinance,,2026-07-15,CONSUMER,ASIANPAINT
124,0.0,LIVE,yfinance,,2026-07-15,FMCG,BRITANNIA
124,0.0,LIVE,yfinance,,2026-07-15,PHARMA,CIPLA
124,0.0,LIVE,yfinance,,2026-07-15,AUTO,EICHERMOT
124,0.0,LIVE,yfinance,,2026-07-15,INFRA,GRASIM
124,0.0,LIVE,yfinance,,2026-07-15,AUTO,HEROMOTOCO
124,0.0,LIVE,yfinance,,2026-07-15,FMCG,HINDUNILVR
124,0.0,LIVE,yfinance,,2026-07-15,IT,INFY
124,0.0,LIVE,yfinance,,2026-07-15,AUTO,M&M
124,0.0,LIVE,yfinance,,2026-07-15,AUTO,MARUTI
124,0.0,LIVE,yfinance,,2026-07-15,FMCG,NESTLEIND
124,0.0,LIVE,yfinance,,2026-07-15,FINANCE,SBILIFE
124,0.0,LIVE,yfinance,,2026-07-15,PHARMA,SUNPHARMA
124,0.0,LIVE,yfinance,,2026-07-15,CONSUMER,TRENT
0,,UNAVAILABLE,yfinance,Data fetch failed: No data returned for LTIM.NS,,IT,LTIM
0,,UNAVAILABLE,yfinance,Data fetch failed: No data returned for TATAMOTORS.NS,,AUTO,TATAMOTORS

## scan_audit,rows:1
all_items_share_same_scan_id,all_items_share_same_snapshot_ts,audit_verdict,data_fetched_before_analysis,distinct_scan_id_count,distinct_snapshot_ts_count,fetch_completed_ts,no_lookahead,scan_completed_ts,scan_id,snapshot_ts
True,True,PASS,True,1,1,2026-07-15T10:42:33Z,Data is fetched from yfinance using max_data_timestamp patterns; all bars available before analysis began.,2026-07-15T10:42:36Z,439cb6e03afb,2026-07-15T10:42:03Z

## decision_counts,rows:2
action,count
IGNORE,46
WATCH,4

## gate_failures,rows:4
failed,gate,passed,sample_reasons,total_symbols
2,gate_price,48,"[""Data fetch failed: No data returned for LTIM.NS"", ""Data fetch failed: No data returned for TATAMOTORS.NS""]",50
2,gate_data_quality,48,"[""Data fetch failed: No data returned for LTIM.NS"", ""Data fetch failed: No data returned for TATAMOTORS.NS""]",50
2,gate_rr,48,"[""Symbol failed"", ""Symbol failed""]",50
2,gate_volume,48,"[""Symbol failed"", ""Symbol failed""]",50

## gate_detail,rows:50
all_gates_passed,gate_price_passed,gate_price_reason,gate_quality_passed,gate_quality_reason,gate_rr_passed,gate_rr_reason,gate_volume_passed,gate_volume_reason,symbol
True,True,Price ₹2670.00 valid,True,Data quality LIVE — no cap applied,True,RR 2.00 passes gate (min 1.5),True,Volume ratio 0.67 acceptable,ASIANPAINT
True,True,Price ₹5315.50 valid,True,Data quality LIVE — no cap applied,True,RR 2.00 passes gate (min 1.5),True,Volume ratio 0.83 acceptable,BRITANNIA
True,True,Price ₹1438.00 valid,True,Data quality LIVE — no cap applied,True,RR 2.00 passes gate (min 1.5),True,Volume ratio 0.59 acceptable,CIPLA
True,True,Price ₹7404.50 valid,True,Data quality LIVE — no cap applied,True,RR 2.00 passes gate (min 1.5),True,Volume ratio 1.06 acceptable,EICHERMOT
True,True,Price ₹3086.10 valid,True,Data quality LIVE — no cap applied,True,RR 2.00 passes gate (min 1.5),True,Volume ratio 1.15 acceptable,GRASIM
True,True,Price ₹4876.20 valid,True,Data quality LIVE — no cap applied,True,RR 2.00 passes gate (min 1.5),True,Volume ratio 0.78 acceptable,HEROMOTOCO
True,True,Price ₹2102.60 valid,True,Data quality LIVE — no cap applied,True,RR 2.00 passes gate (min 1.5),True,Volume ratio 1.20 acceptable,HINDUNILVR
True,True,Price ₹1076.30 valid,True,Data quality LIVE — no cap applied,True,RR 2.00 passes gate (min 1.5),True,Volume ratio 0.56 acceptable,INFY
True,True,Price ₹3082.90 valid,True,Data quality LIVE — no cap applied,True,RR 2.00 passes gate (min 1.5),True,Volume ratio 0.90 acceptable,M&M
True,True,Price ₹13583.00 valid,True,Data quality LIVE — no cap applied,True,RR 2.00 passes gate (min 1.5),True,Volume ratio 0.79 acceptable,MARUTI
True,True,Price ₹1424.40 valid,True,Data quality LIVE — no cap applied,True,RR 2.00 passes gate (min 1.5),True,Volume ratio 0.76 acceptable,NESTLEIND
True,True,Price ₹1866.40 valid,True,Data quality LIVE — no cap applied,True,RR 2.00 passes gate (min 1.5),True,Volume ratio 0.90 acceptable,SBILIFE
True,True,Price ₹1951.50 valid,True,Data quality LIVE — no cap applied,True,RR 2.00 passes gate (min 1.5),True,Volume ratio 1.16 acceptable,SUNPHARMA
True,True,Price ₹2867.70 valid,True,Data quality LIVE — no cap applied,True,RR 2.00 passes gate (min 1.5),True,Volume ratio 0.52 acceptable,TRENT
False,False,Data fetch failed: No data returned for LTIM.NS,False,Data fetch failed: No data returned for LTIM.NS,False,Symbol failed,False,Symbol failed,LTIM
False,False,Data fetch failed: No data returned for TATAMOTORS.NS,False,Data fetch failed: No data returned for TATAMOTORS.NS,False,Symbol failed,False,Symbol failed,TATAMOTORS

## paper_eligibility,rows:0
(no data)

## latency,rows:50
fetch_latency_ms,symbol
608.9,INDUSINDBK
608.9,HCLTECH
608.9,HDFCBANK
608.9,TATACONSUM
608.9,BAJFINANCE
608.9,ICICIBANK
608.9,TATASTEEL
608.9,DRREDDY
608.9,RELIANCE
608.9,HDFCLIFE
608.9,SHRIRAMFIN
608.9,JSWSTEEL
608.9,KOTAKBANK
608.9,SBIN
608.9,ONGC
608.9,WIPRO
608.9,POWERGRID
608.9,COALINDIA
608.9,NTPC
608.9,ITC
608.9,BAJAJ-AUTO
608.9,BAJAJFINSV
608.9,BHARTIARTL
608.9,TECHM
608.9,TITAN
608.9,ULTRACEMCO
608.9,AXISBANK
608.9,DIVISLAB
608.9,TCS
608.9,LT
608.9,HINDALCO
608.9,ADANIENT
608.9,ADANIPORTS
608.9,APOLLOHOSP
608.9,ASIANPAINT
608.9,BRITANNIA
608.9,CIPLA
608.9,EICHERMOT
608.9,GRASIM
608.9,HEROMOTOCO
608.9,HINDUNILVR
608.9,INFY
608.9,M&M
608.9,MARUTI
608.9,NESTLEIND
608.9,SBILIFE
608.9,SUNPHARMA
608.9,TRENT
608.9,LTIM
608.9,TATAMOTORS

## errors,rows:2
error,symbol
Data fetch failed: No data returned for LTIM.NS,LTIM
Data fetch failed: No data returned for TATAMOTORS.NS,TATAMOTORS

## recommendations,rows:50
above_ema20,above_ema50,adx,all_gates_passed,bars_available,calibrated_confidence,data_age_days,data_quality,data_source,entry_price,error,expected_holding_days,final_action,heat,historical_evidence_adjustment,latest_bar_date,net_pnl_pct,opportunity_score,paper_eligible,paper_order_id,paper_order_note,profit_factor,rank,regime,rr_ratio,rsi,scan_id,sector,snapshot_ts,stop_loss,strategy_id,strategy_name,symbol,target_price,technical_score,total_trades,volume_ratio,win_rate
True,True,31.6,True,124,33.9,0.0,LIVE,yfinance,1009.7,,15,WATCH,YELLOW,0.0,2026-07-15,0.81,43.9,False,,Not eligible for paper execution,1.92,1,Strong uptrend,3.0,63.6,439cb6e03afb,BANKING,2026-07-15T10:42:03Z,959.63,trend_rider,Trend Rider,INDUSINDBK,1159.91,27.8,2,0.61,50.0
True,False,17.6,True,124,39.9,0.0,LIVE,yfinance,1168.0,,5,WATCH,YELLOW,0.0,2026-07-15,2.44,42.5,False,,Not eligible for paper execution,999.0,2,Ranging / sideways,1.5,53.7,439cb6e03afb,IT,2026-07-15T10:42:03Z,1108.75,mean_reversion,Mean Reversion,HCLTECH,1256.88,46.5,2,0.67,100.0
True,True,29.6,True,124,39.9,0.0,LIVE,yfinance,815.45,,5,WATCH,YELLOW,0.0,2026-07-15,2.09,42.5,False,,Not eligible for paper execution,999.0,3,Ranging / sideways,1.5,59.9,439cb6e03afb,BANKING,2026-07-15T10:42:03Z,793.65,mean_reversion,Mean Reversion,HDFCBANK,848.15,46.5,2,0.63,100.0
False,False,21.7,True,124,39.7,0.0,LIVE,yfinance,1085.5,,5,WATCH,YELLOW,0.0,2026-07-15,1.31,42.4,False,,Not eligible for paper execution,999.0,4,Ranging / sideways,1.5,41.4,439cb6e03afb,FMCG,2026-07-15T10:42:03Z,1049.29,mean_reversion,Mean Reversion,TATACONSUM,1139.82,46.3,2,0.72,100.0
True,True,37.6,True,124,29.3,0.0,LIVE,yfinance,1021.3,,15,IGNORE,RED,0.0,2026-07-15,1.37,40.1,False,,Not eligible for paper execution,999.0,5,Strong uptrend,3.0,61.7,439cb6e03afb,FINANCE,2026-07-15T10:42:03Z,972.51,trend_rider,Trend Rider,BAJFINANCE,1167.67,35.8,1,0.65,100.0
True,True,32.9,True,124,29.3,0.0,LIVE,yfinance,1416.2,,15,IGNORE,RED,0.0,2026-07-15,1.48,40.1,False,,Not eligible for paper execution,999.0,6,Strong uptrend,3.0,65.2,439cb6e03afb,BANKING,2026-07-15T10:42:03Z,1366.76,trend_rider,Trend Rider,ICICIBANK,1564.52,35.8,1,1.07,100.0
False,False,20.9,True,124,29.2,0.0,LIVE,yfinance,185.26,,15,IGNORE,RED,0.0,2026-07-15,0.2,40.0,False,,Not eligible for paper execution,999.0,7,Strong uptrend,3.0,37.0,439cb6e03afb,METALS,2026-07-15T10:42:03Z,177.36,trend_rider,Trend Rider,TATASTEEL,208.96,35.6,1,0.88,100.0
False,False,27.1,True,124,29.4,0.0,LIVE,yfinance,1229.5,,10,IGNORE,RED,0.0,2026-07-15,2.43,38.4,False,,Not eligible for paper execution,999.0,8,Trending (momentum),2.5,34.8,439cb6e03afb,PHARMA,2026-07-15T10:42:03Z,1165.75,macd_cross,MACD Cross,DRREDDY,1388.88,35.9,1,0.64,100.0
False,False,14.5,True,124,27.5,0.0,LIVE,yfinance,1295.5,,10,IGNORE,RED,0.0,2026-07-15,0.0,37.8,False,,Not eligible for paper execution,0.0,9,Trending (momentum),2.5,46.4,439cb6e03afb,ENERGY,2026-07-15T10:42:03Z,1250.69,macd_cross,MACD Cross,RELIANCE,1407.52,22.6,1,0.76,100.0
False,False,12.9,True,124,35.5,0.0,LIVE,yfinance,568.75,,5,IGNORE,RED,0.0,2026-07-15,1.1,37.1,False,,Not eligible for paper execution,2.37,10,Ranging / sideways,1.5,47.6,439cb6e03afb,FINANCE,2026-07-15T10:42:03Z,548.41,mean_reversion,Mean Reversion,HDFCLIFE,599.26,37.4,3,1.22,66.67
True,True,23.4,True,124,29.3,0.0,LIVE,yfinance,1033.8,,5,IGNORE,RED,0.0,2026-07-15,1.21,34.5,False,,Not eligible for paper execution,999.0,11,Ranging / sideways,1.5,55.3,439cb6e03afb,FINANCE,2026-07-15T10:42:03Z,990.6,mean_reversion,Mean Reversion,SHRIRAMFIN,1098.6,35.8,1,1.37,100.0
False,False,12.4,True,124,29.2,0.0,LIVE,yfinance,1226.9,,5,IGNORE,RED,0.0,2026-07-15,0.42,34.4,False,,Not eligible for paper execution,999.0,12,Ranging / sideways,1.5,44.7,439cb6e03afb,METALS,2026-07-15T10:42:03Z,1189.25,mean_reversion,Mean Reversion,JSWSTEEL,1283.38,35.6,1,0.62,100.0
False,False,20.4,True,124,29.2,0.0,LIVE,yfinance,378.4,,5,IGNORE,RED,0.0,2026-07-15,0.5,34.4,False,,Not eligible for paper execution,999.0,13,Ranging / sideways,1.5,41.9,439cb6e03afb,BANKING,2026-07-15T10:42:03Z,366.15,mean_reversion,Mean Reversion,KOTAKBANK,396.77,35.6,1,0.46,100.0
True,True,10.8,True,124,24.5,0.0,LIVE,yfinance,1030.1,,10,IGNORE,RED,0.0,2026-07-15,0.42,32.4,False,,Not eligible for paper execution,1.42,14,Trending (momentum),2.5,52.0,439cb6e03afb,BANKING,2026-07-15T10:42:03Z,990.86,macd_cross,MACD Cross,SBIN,1128.2,26.0,2,1.37,50.0
True,False,30.2,True,124,24.0,0.0,LIVE,yfinance,247.18,,10,IGNORE,RED,0.0,2026-07-15,0.24,32.0,False,,Not eligible for paper execution,1.37,15,Trending (momentum),2.5,48.3,439cb6e03afb,ENERGY,2026-07-15T10:42:03Z,237.0,macd_cross,MACD Cross,ONGC,272.63,25.4,2,0.86,50.0
False,False,22.3,True,124,25.0,0.0,LIVE,yfinance,174.65,,5,IGNORE,RED,0.0,2026-07-15,0.52,29.1,False,,Not eligible for paper execution,1.56,16,Ranging / sideways,1.5,41.9,439cb6e03afb,IT,2026-07-15T10:42:03Z,168.63,mean_reversion,Mean Reversion,WIPRO,183.68,26.7,2,0.47,50.0
False,False,13.5,True,124,24.8,0.0,LIVE,yfinance,280.7,,5,IGNORE,RED,0.0,2026-07-15,-1.2,25.9,False,,Not eligible for paper execution,0.34,17,Ranging / sideways,1.5,39.6,439cb6e03afb,ENERGY,2026-07-15T10:42:03Z,273.14,mean_reversion,Mean Reversion,POWERGRID,292.04,19.7,4,1.07,50.0
False,False,14.7,True,124,15.6,0.0,LIVE,yfinance,427.55,,10,IGNORE,RED,0.0,2026-07-15,-0.42,24.4,False,,Not eligible for paper execution,0.04,18,Trending (momentum),2.5,35.0,439cb6e03afb,ENERGY,2026-07-15T10:42:03Z,410.67,macd_cross,MACD Cross,COALINDIA,469.75,14.1,2,1.04,50.0
False,False,25.4,True,124,19.7,0.0,LIVE,yfinance,344.35,,5,IGNORE,RED,0.0,2026-07-15,-1.93,24.1,False,,Not eligible for paper execution,0.0,19,Ranging / sideways,1.5,35.6,439cb6e03afb,ENERGY,2026-07-15T10:42:03Z,334.03,mean_reversion,Mean Reversion,NTPC,359.83,5.6,3,0.91,0.0
False,False,22.6,True,124,19.6,0.0,LIVE,yfinance,276.65,,5,IGNORE,RED,0.0,2026-07-15,-2.48,23.9,False,,Not eligible for paper execution,0.0,20,Ranging / sideways,1.5,32.7,439cb6e03afb,FMCG,2026-07-15T10:42:03Z,270.7,mean_reversion,Mean Reversion,ITC,285.57,5.4,3,0.7,0.0
