export_generated_at,app_version,phase,page,section,sub_section,record_type,entity_name,experiment_name,experiment_id,strategy,stock,sector,market_regime,model_version,status,recommendation,confidence,evidence_level,sample_size,trades,test_windows,net_return_pct,net_pnl,gross_pnl,profit_factor,expectancy_per_trade,win_rate_pct,sharpe,sortino,max_drawdown_pct,calibration_brier,calibration_ece,calibration_log_loss,precision,recall,false_positives,false_negatives,feature_name,feature_importance,pattern_name,pattern_type,pattern_result,pattern_expectancy,pattern_profit_factor,diagnosis,reason,supporting_evidence,opposing_evidence,suggested_improvement,strategy_health_score,risk_flag,overfitting_flag,data_quality_flag,source_page_url,source_record_id,implementation_status,files_modified,api_endpoint,notes
2026-07-14T15:06:53Z,v0.5,Phase 5,Research Factory,Trade distribution,,report_section,,Bear Market (verify fix),0a655cee0ae9,,,,,2,,,,MODERATE,,63,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/experiments (report: 0a655cee0ae9),0a655cee0ae9,,,,"{""truncated"":true,""keys"":[""notes"",""tables""]}"
2026-07-14T15:06:53Z,v0.5,Phase 5,Research Factory,Confidence calibration,,report_section,,Bear Market (verify fix),0a655cee0ae9,,,,,2,,,,MODERATE,,63,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/experiments (report: 0a655cee0ae9),0a655cee0ae9,,,,"{""samples"":63,""method"":""identity"",""before_calibration"":{""brier_score"":0.3095,""ece"":0.2781,""log_loss"":0.8372},""after_calibration"":{""brier_score"":0.3095,""ece"":0.2781,""log_loss"":0.8372},""reliability_buckets"":[{""range"":""0.5-0.6"",""count"":2,""predicted_win_prob"":0.596,""actual_win_rate"":0.0,""gap"":-0.596},{""range"":""0.6-0.7"",""count"":17,""predicted_win_prob"":0.6517,""actual_win_rate"":0.2941,""gap"":-0.3576},{""range"":""0.7-0.8"",""count"":7,""predicted_win_prob"":0.7073,""actual_win_rate"":0.4286,""gap"":-0.2787},{""range"":""0.8-0.9"",""count"":37,""predicted_win_prob"":0.8188,""actual_win_rate"":0.5946,""gap"":-0.2242}],""high_confidence_losses"":19,""low_confidence_winners"":0,""negative_expectancy_bands"":[{""band"":""60-65"",""trades"":10,""expectancy_rs"":-3.434,""sample_label"":""LOW""},{""band"":""65-70"",""trades"":7,""expectancy_rs"":-15.1571,""sample_label"":""VERY LOW""}],""warnings"":[""Some confidence bands show negative expectancy \u2014 confidence should not be read as trade quality here.""]}"
2026-07-14T15:06:53Z,v0.5,Phase 5,Research Factory,False positives,,report_section,,Bear Market (verify fix),0a655cee0ae9,,,,,2,,,,MODERATE,,63,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/experiments (report: 0a655cee0ae9),0a655cee0ae9,,,,"{""definition"":""BUY/STRONG BUY entries that lost money after costs, hit the stop, or never achieved at least +1% favourable excursion."",""from_phase42_analysis"":null,""count"":36,""total_trades"":63,""rate_pct"":57.1429,""avg_mae_pct"":-2.7325,""avg_mfe_pct"":1.1758,""avg_holding_days"":4.3333,""exit_reasons"":[{""group"":""Signal Exit"",""trades"":24,""wins"":3,""losses"":21,""win_rate"":12.5,""gross_pnl"":-172.74,""net_pnl"":-248.25,""avg_return_pct"":-1.3313,""median_return_pct"":-0.91,""expectancy_rs"":-10.3437,""profit_factor"":0.0261,""avg_holding_days"":4.2083,""total_costs"":75.51,""sample_label"":""LOW""},{""group"":""Stop-Loss Hit"",""trades"":11,""wins"":0,""losses"":11,""win_rate"":0.0,""gross_pnl"":-294.08,""net_pnl"":-327.34,""avg_return_pct"":-3.6427,""median_return_pct"":-3.8,""expectancy_rs"":-29.7582,""profit_factor"":0.0,""avg_holding_days"":3.1818,""total_costs"":33.26,""sample_label"":""LOW""},{""group"":""Time Exit"",""trades"":1,""wins"":0,""losses"":1,""win_rate"":0.0,""gross_pnl"":-13.97,""net_pnl"":-17.24,""avg_return_pct"":-1.94,""median_return_pct"":-1.94,""expectancy_rs"":-17.24,""profit_factor"":0.0,""avg_holding_days"":20.0,""total_costs"":3.28,""sample_label"":""VERY LOW""}],""subgroup_rates"":[{""dimension"":""strategy"",""group"":""MACD Cross"",""sample_count"":21,""baseline_rate_pct"":57.1429,""subgroup_rate_pct"":76.1905,""abs_difference_pct"":19.0476,""reliability"":""LOW""},{""dimension"":""sector"",""group"":""BANKING"",""sample_count"":12,""baseline_rate_pct"":57.1429,""subgroup_rate_pct"":75.0,""abs_difference_pct"":17.8571,""reliability"":""LOW""},{""dimension"":""confidence band"",""group"":""60-70"",""sample_count"":17,""baseline_rate_pct"":57.1429,""subgroup_rate_pct"":70.5882,""abs_difference_pct"":13.4454,""reliability"":""LOW""},{""dimension"":""regime"",""group"":""Neutral-Bullish"",""sample_count"":16,""baseline_rate_pct"":57.1429,""subgroup_rate_pct"":43.75,""abs_difference_pct"":-13.3929,""reliability"":""LOW""},{""dimension"":""regime"",""group"":""Bearish"",""sample_count"":11,""baseline_rate_pct"":57.1429,""subgroup_rate_pct"":45.4545,""abs_difference_pct"":-11.6883,""reliability"":""LOW""},{""dimension"":""regime"",""group"":""Neutral-Bearish"",""sample_count"":19,""baseline_rate_pct"":57.1429,""subgroup_rate_pct"":68.4211,""abs_difference_pct"":11.2782,""reliability"":""LOW""},{""dimension"":""strategy"",""group"":""Mean Reversion"",""sample_count"":39,""baseline_rate_pct"":57.1429,""subgroup_rate_pct"":46.1538,""abs_difference_pct"":-10.989,""reliability"":""LIMITED""},{""dimension"":""strategy"",""group"":""Trend Rider"",""sample_count"":3,""baseline_rate_pct"":57.1429,""subgroup_rate_pct"":66.6667,""abs_difference_pct"":9.5238,""reliability"":""VERY LOW""},{""dimension"":""sector"",""group"":""IT"",""sample_count"":37,""baseline_rate_pct"":57.1429,""subgroup_rate_pct"":48.6486,""abs_difference_pct"":-8.4942,""reliability"":""LIMITED""},{""dimension"":""regime"",""group"":""Bullish"",""sample_count"":17,""baseline_rate_pct"":57.1429,""subgroup_rate_pct"":64.7059,""abs_difference_pct"":7.563,""reliability"":""LOW""},{""dimension"":""sector"",""group"":""ENERGY"",""sample_count"":10,""baseline_rate_pct"":57.1429,""subgroup_rate_pct"":50.0,""abs_difference_pct"":-7.1429,""reliability"":""LOW""},{""dimension"":""confidence band"",""group"":""70+"",""sample_count"":44,""baseline_rate_pct"":57.1429,""subgroup_rate_pct"":50.0,""abs_difference_pct"":-7.1429,""reliability"":""LIMITED""}],""language_note"":""Associations only \u2014 no causal claims. Example: false-positive trades were more frequently associated with the subgroups showing the largest positive differences above, given sufficient samples.""}"
2026-07-14T15:06:53Z,v0.5,Phase 5,Research Factory,False negatives,,report_section,,Bear Market (verify fix),0a655cee0ae9,,,,,2,,,,MODERATE,,63,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/experiments (report: 0a655cee0ae9),0a655cee0ae9,,,,"{""available"":false,""note"":""Missed-opportunity analysis unavailable because historical rejected-candidate snapshots were not persisted for this experiment.""}"
2026-07-14T15:06:53Z,v0.5,Phase 5,Research Factory,Overfitting and robustness,,report_section,,Bear Market (verify fix),0a655cee0ae9,,,,,2,,,,MODERATE,,63,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/experiments (report: 0a655cee0ae9),0a655cee0ae9,,,,"{""sweeps"":{},""highlights"":[],""note"":""Sweeps use the stop/target-aware approximation documented in the Phase 4.2 analysis. No single 'best' value is recommended from maximum return alone \u2014 prefer stable parameter ranges. Values with VERY LOW / LOW evidence should not drive decisions.""}"
2026-07-14T15:06:53Z,v0.5,Phase 5,Research Factory,Market-regime contribution,,report_section,,Bear Market (verify fix),0a655cee0ae9,,,,,2,,,,MODERATE,,63,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/experiments (report: 0a655cee0ae9),0a655cee0ae9,,,,"{""tables"":[{""group"":""Neutral-Bearish"",""trades"":19,""wins"":7,""losses"":12,""win_rate"":36.8421,""gross_pnl"":3.06,""net_pnl"":-57.04,""avg_return_pct"":-0.4247,""median_return_pct"":-0.65,""expectancy_rs"":-3.0021,""profit_factor"":0.6641,""avg_holding_days"":4.0526,""total_costs"":60.1,""sample_label"":""LOW"",""pct_of_trades"":30.1587,""pct_of_net_pnl"":66.8229,""window_consistency"":{""windows"":2,""profitable_windows"":1}},{""group"":""Bullish"",""trades"":17,""wins"":7,""losses"":10,""win_rate"":41.1765,""gross_pnl"":-50.05,""net_pnl"":-102.45,""avg_return_pct"":-0.5871,""median_return_pct"":-0.73,""expectancy_rs"":-6.0265,""profit_factor"":0.4162,""avg_holding_days"":3.5882,""total_costs"":52.38,""sample_label"":""LOW"",""pct_of_trades"":26.9841,""pct_of_net_pnl"":120.0211,""window_consistency"":{""windows"":2,""profitable_windows"":0}},{""group"":""Neutral-Bullish"",""trades"":16,""wins"":10,""losses"":6,""win_rate"":62.5,""gross_pnl"":172.69,""net_pnl"":118.98,""avg_return_pct"":0.8944,""median_return_pct"":1.025,""expectancy_rs"":7.4362,""profit_factor"":1.7909,""avg_holding_days"":5.0625,""total_costs"":53.73,""sample_label"":""LOW"",""pct_of_trades"":25.3968,""pct_of_net_pnl"":-139.3861,""window_consistency"":{""windows"":2,""profitable_windows"":2}},{""group"":""Bearish"",""trades"":11,""wins"":6,""losses"":5,""win_rate"":54.5455,""gross_pnl"":-10.28,""net_pnl"":-44.85,""avg_return_pct"":-0.6164,""median_return_pct"":0.53,""expectancy_rs"":-4.0773,""profit_factor"":0.5678,""avg_holding_days"":4.5455,""total_costs"":34.58,""sample_label"":""LOW"",""pct_of_trades"":17.4603,""pct_of_net_pnl"":52.5422,""window_consistency"":{""windows"":2,""profitable_windows"":0}}],""eligibility_recommendations"":[{""regime"":""Neutral-Bearish"",""recommendation"":""RESTRICT"",""trades"":19,""expectancy_rs"":-3.0021,""sample_label"":""LOW""},{""regime"":""Bullish"",""recommendation"":""RESTRICT"",""trades"":17,""expectancy_rs"":-6.0265,""sample_label"":""LOW""},{""regime"":""Neutral-Bullish"",""recommendation"":""ELIGIBLE"",""trades"":16,""expectancy_rs"":7.4362,""sample_label"":""LOW""},{""regime"":""Bearish"",""recommendation"":""RESTRICT"",""trades"":11,""expectancy_rs"":-4.0773,""sample_label"":""LOW""}],""disclaimer"":""Analysis-only regime recommendation \u2014 not used by live strategy selection.""}"
2026-07-14T15:06:53Z,v0.5,Phase 5,Research Factory,Final recommendation,,report_section,,Bear Market (verify fix),0a655cee0ae9,,,,,2,,,,MODERATE,,63,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/experiments (report: 0a655cee0ae9),0a655cee0ae9,,,,"[{""priority"":""LOW"",""category"":""Improve data coverage"",""action"":""No specific evidence-backed recommendation; extend evidence before further changes."",""reason"":""No section produced a supported recommendation."",""evidence"":""N/A"",""expected_research_value"":""Low."",""risk"":""None."",""suggested_controlled_experiment"":""Longer date range, same config."",""may_affect_live_logic"":false}]"
2026-07-14T15:06:53Z,v0.5,Phase 5,Research Factory,Research verdict,,report_section,,Submission Pipeline Test,1e3806416eb2,,,,,2,INSUFFICIENT DATA,,,WEAK,,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/experiments (report: 1e3806416eb2),1e3806416eb2,,,,"{""verdict"":""INSUFFICIENT DATA"",""reasons"":[""10 OOS trades (< 100) across 2 windows."",""Overfitting flags: insufficient_oos_trades (10 < 25 hard limit)""],""thresholds"":{""min_trades"":100,""min_windows"":2,""reject_pf_below"":0.8,""promising_pf_above"":1.15,""max_drawdown_pct"":20.0},""engine_verdict_reference"":""INSUFFICIENT DATA"",""disclaimer"":""Even a PROMISING verdict is research-only and does not affect the live system. Never deploy based on this report.""}"
2026-07-14T15:06:53Z,v0.5,Phase 5,Research Factory,Executive summary,,report_section,,Submission Pipeline Test,1e3806416eb2,,,,,2,,,,WEAK,,10,2,-1.2,-59.75,,0.69,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/experiments (report: 1e3806416eb2),1e3806416eb2,,,,"{""experiment_name"":""Submission Pipeline Test"",""template"":"""",""template_family"":"""",""date_range"":{""start"":"""",""end"":""""},""train_years"":1,""test_months"":3,""step_months"":3,""windows"":2,""oos_trades"":10,""net_return_pct"":-1.2,""net_pnl"":-59.75,""profit_factor"":0.69,""expectancy_rs"":-5.97,""win_rate"":30.0,""sharpe"":-0.97,""max_drawdown_pct"":3.6,""total_costs"":24.29,""evidence_verdict"":""INSUFFICIENT_EVIDENCE"",""overfitting_flags"":[""insufficient_oos_trades (10 < 25 hard limit)""],""final_verdict"":""INSUFFICIENT DATA"",""score"":17.0,""explanation"":""The experiment produced 10 out-of-sample trades across 2 test window(s). Key findings: negative net expectancy of Rs -5.97 per trade after costs; profit factor of 0.69 (below 1); the result did not meet the minimum evidence requirement. Final research verdict: INSUFFICIENT DATA. No live or paper-trading behavior is affected by this report.""}"
2026-07-14T15:06:53Z,v0.5,Phase 5,Research Factory,Performance,,report_section,,Submission Pipeline Test,1e3806416eb2,,,,,2,,,,WEAK,,10,2,-1.2,-59.75,-35.44,0.69,-5.97,30.0,-0.97,-2.98,,,,,,,,,,,,,,,,,,,,,,,,,/experiments (report: 1e3806416eb2),1e3806416eb2,,,,"{""gross_pnl"":-35.44,""net_pnl"":-59.75,""gross_return_note"":""Gross figures are before configured transaction costs."",""net_return_pct"":-1.2,""annualized_return_pct"":-2.51,""total_costs"":24.29,""cost_drag_pct_of_gross_profit"":18.1703,""profit_factor"":0.69,""expectancy_rs"":-5.97,""win_rate"":30.0,""avg_win"":44.56,""avg_loss"":27.63,""median_win"":9.05,""median_loss"":-27.79,""payoff_ratio"":1.6127,""sharpe"":-0.97,""sortino"":-2.98,""calmar"":-0.7,""recovery_factor"":-0.33,""turnover"":1.31,""exposure_pct"":68.1,""avg_holding_days"":8.1,""median_holding_days"":8.5,""max_consecutive_wins"":2,""max_consecutive_losses"":5,""best_month"":{""month"":""2026-04"",""trades"":2,""net_pnl"":124.63},""worst_month"":{""month"":""2026-03"",""trades"":2,""net_pnl"":-50.93},""best_window"":{""window"":""W1"",""trades"":5,""net_return_pct"":0.52,""profit_factor"":1.24,""win_rate"":60.0,""max_drawdown_pct"":3.6},""worst_window"":{""window"":""W2"",""trades"":5,""net_return_pct"":-1.72,""profit_factor"":0.0,""win_rate"":0.0,""max_drawdown_pct"":2.33},""pct_profitable_windows"":50.0,""windows"":[{""window"":""W1"",""trades"":5,""net_return_pct"":0.52,""profit_factor"":1.24,""win_rate"":60.0,""max_drawdown_pct"":3.6},{""window"":""W2"",""trades"":5,""net_return_pct"":-1.72,""profit_factor"":0.0,""win_rate"":0.0,""max_drawdown_pct"":2.33}],""benchmarks"":{""strategy_net_return_pct"":-1.2,""nifty_buy_hold_pct"":-5.01,""equal_weight_universe_pct"":-0.12,""cash_pct"":0.0,""base_model_pct"":-2.6,""note"":""Window returns summed across test windows (each window restarts at the configured capital); the full model line is the compounded overall return.""}}"
2026-07-14T15:06:53Z,v0.5,Phase 5,Research Factory,Risk,,report_section,,Submission Pipeline Test,1e3806416eb2,,,,,2,,,,WEAK,,10,2,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,/experiments (report: 1e3806416eb2),1e3806416eb2,,,,"{""max_drawdown_pct"":3.6,""drawdown_episodes_material"":1,""avg_drawdown_pct"":1.9195,""longest_drawdown_days"":57,""time_underwater_pct"":93.2773,""largest_single_trade_loss"":-59.98,""p5_trade_return_pct"":-6.0835,""p95_trade_return_pct"":8.228,""downside_deviation_pct"":1.9624,""risk_of_ruin_estimate_pct"":100.0,""risk_of_ruin_note"":""Rough Gaussian estimate over 25 sequential trades \u2014 an approximation, not a measured probability."",""concentration"":{""stock"":{""top_group"":""HINDALCO"",""top_profit_share_pct"":17.5643},""sector"":{""top_group"":""METALS"",""top_profit_share_pct"":19.5242},""strategy"":{""top_group"":""EMA Cross"",""top_profit_share_pct"":1.9599},""regime"":{""top_group"":""Neutral-Bearish"",""top_profit_share_pct"":8.7298}},""top5_trades_profit_share_pct"":87.0586,""top5_losses_share_pct"":91.0562,""depends_on_few_trades"":true,""warnings"":[""Top five trades generated 87% of total profit \u2014 results depend on a small number of trades."",""Most losses (73%) occurred in the Bearish regime.""]}"
2026-07-14T15:06:53Z,v0.5,Phase 5,Research Factory,Equity and drawdown,,report_section,,Submission Pipeline Test,1e3806416eb2,,,,,2,,,,WEAK,,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/experiments (report: 1e3806416eb2),1e3806416eb2,,,,"{""truncated"":true,""keys"":[""drawdown_curve"",""episodes"",""equity_curve"",""largest_drawdown_explanation""]}"
2026-07-14T15:06:53Z,v0.5,Phase 5,Research Factory,Trade distribution,,report_section,,Submission Pipeline Test,1e3806416eb2,,,,,2,,,,WEAK,,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/experiments (report: 1e3806416eb2),1e3806416eb2,,,,"{""truncated"":true,""keys"":[""notes"",""tables""]}"
2026-07-14T15:06:53Z,v0.5,Phase 5,Research Factory,Confidence calibration,,report_section,,Submission Pipeline Test,1e3806416eb2,,,,,2,,,,WEAK,,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/experiments (report: 1e3806416eb2),1e3806416eb2,,,,"{""samples"":10,""method"":""isotonic"",""before_calibration"":{""brier_score"":0.3657,""ece"":0.4363,""log_loss"":0.9752},""after_calibration"":{""brier_score"":0.1971,""ece"":0.3168,""log_loss"":0.5846},""reliability_buckets"":[{""range"":""0.3-0.4"",""count"":4,""predicted_win_prob"":0.3353,""actual_win_rate"":0.0,""gap"":-0.3353},{""range"":""0.4-0.5"",""count"":1,""predicted_win_prob"":0.4793,""actual_win_rate"":0.0,""gap"":-0.4793},{""range"":""0.5-0.6"",""count"":4,""predicted_win_prob"":0.5781,""actual_win_rate"":0.75,""gap"":0.1719},{""range"":""0.6-0.7"",""count"":1,""predicted_win_prob"":0.6601,""actual_win_rate"":0.0,""gap"":-0.6601}],""high_confidence_losses"":3,""low_confidence_winners"":0,""negative_expectancy_bands"":[],""warnings"":[""Calibration metrics are based on only 10 samples (LOW) \u2014 treat with caution.""]}"
